SPOTPRICEHISTORY	eu-central-1b	m4.4xlarge	Red Hat Enterprise Linux	0.587200	2022-10-03T17:46:16+00:00
SPOTPRICEHISTORY	eu-central-1b	m4.4xlarge	SUSE Linux	0.557200	2022-10-03T17:46:16+00:00
SPOTPRICEHISTORY	eu-central-1b	m4.4xlarge	Linux/UNIX	0.457200	2022-10-03T17:46:16+00:00
SPOTPRICEHISTORY	eu-central-1c	m4.4xlarge	Red Hat Enterprise Linux	0.469600	2022-10-03T15:40:33+00:00
SPOTPRICEHISTORY	eu-central-1c	m4.4xlarge	SUSE Linux	0.439600	2022-10-03T15:40:33+00:00
SPOTPRICEHISTORY	eu-central-1c	m4.4xlarge	Linux/UNIX	0.339600	2022-10-03T15:40:33+00:00
SPOTPRICEHISTORY	eu-central-1b	m4.4xlarge	Red Hat Enterprise Linux	0.593000	2022-10-03T12:10:08+00:00
SPOTPRICEHISTORY	eu-central-1b	m4.4xlarge	SUSE Linux	0.563000	2022-10-03T12:10:08+00:00
SPOTPRICEHISTORY	eu-central-1b	m4.4xlarge	Linux/UNIX	0.463000	2022-10-03T12:10:08+00:00
SPOTPRICEHISTORY	eu-central-1a	m4.4xlarge	Red Hat Enterprise Linux	0.815800	2022-10-03T11:36:52+00:00
SPOTPRICEHISTORY	eu-central-1a	m4.4xlarge	SUSE Linux	0.785800	2022-10-03T11:36:52+00:00
SPOTPRICEHISTORY	eu-central-1a	m4.4xlarge	Linux/UNIX	0.685800	2022-10-03T11:36:52+00:00
SPOTPRICEHISTORY	eu-central-1c	m4.4xlarge	Red Hat Enterprise Linux	0.472900	2022-10-03T10:38:03+00:00
SPOTPRICEHISTORY	eu-central-1c	m4.4xlarge	SUSE Linux	0.442900	2022-10-03T10:38:03+00:00
SPOTPRICEHISTORY	eu-central-1c	m4.4xlarge	Linux/UNIX	0.342900	2022-10-03T10:38:03+00:00
SPOTPRICEHISTORY	eu-central-1b	m4.4xlarge	Red Hat Enterprise Linux	0.597900	2022-10-03T07:15:26+00:00
SPOTPRICEHISTORY	eu-central-1b	m4.4xlarge	SUSE Linux	0.567900	2022-10-03T07:15:26+00:00
SPOTPRICEHISTORY	eu-central-1b	m4.4xlarge	Linux/UNIX	0.467900	2022-10-03T07:15:26+00:00
SPOTPRICEHISTORY	eu-central-1c	m4.4xlarge	Red Hat Enterprise Linux	0.474800	2022-10-03T06:00:05+00:00
SPOTPRICEHISTORY	eu-central-1c	m4.4xlarge	SUSE Linux	0.444800	2022-10-03T06:00:05+00:00
SPOTPRICEHISTORY	eu-central-1c	m4.4xlarge	Linux/UNIX	0.344800	2022-10-03T06:00:05+00:00
SPOTPRICEHISTORY	eu-central-1a	m4.4xlarge	Red Hat Enterprise Linux	0.816100	2022-10-03T04:44:25+00:00
SPOTPRICEHISTORY	eu-central-1a	m4.4xlarge	SUSE Linux	0.786100	2022-10-03T04:44:25+00:00
SPOTPRICEHISTORY	eu-central-1a	m4.4xlarge	Linux/UNIX	0.686100	2022-10-03T04:44:25+00:00
SPOTPRICEHISTORY	eu-central-1b	m4.4xlarge	Red Hat Enterprise Linux	0.600500	2022-10-03T02:38:41+00:00
SPOTPRICEHISTORY	eu-central-1b	m4.4xlarge	SUSE Linux	0.570500	2022-10-03T02:38:41+00:00
SPOTPRICEHISTORY	eu-central-1b	m4.4xlarge	Linux/UNIX	0.470500	2022-10-03T02:38:41+00:00
SPOTPRICEHISTORY	eu-central-1c	m4.4xlarge	Red Hat Enterprise Linux	0.474600	2022-10-03T00:14:58+00:00
SPOTPRICEHISTORY	eu-central-1c	m4.4xlarge	SUSE Linux	0.444600	2022-10-03T00:14:58+00:00
SPOTPRICEHISTORY	eu-central-1c	m4.4xlarge	Linux/UNIX	0.344600	2022-10-03T00:14:58+00:00
SPOTPRICEHISTORY	eu-central-1a	m4.4xlarge	Red Hat Enterprise Linux	0.823200	2022-10-02T23:24:45+00:00
SPOTPRICEHISTORY	eu-central-1a	m4.4xlarge	SUSE Linux	0.793200	2022-10-02T23:24:45+00:00
SPOTPRICEHISTORY	eu-central-1a	m4.4xlarge	Linux/UNIX	0.693200	2022-10-02T23:24:45+00:00
SPOTPRICEHISTORY	eu-central-1b	m4.4xlarge	Red Hat Enterprise Linux	0.607900	2022-10-02T19:12:22+00:00
SPOTPRICEHISTORY	eu-central-1b	m4.4xlarge	SUSE Linux	0.577900	2022-10-02T19:12:22+00:00
